State,District,Year,Name,Vote Share,Body,Party,Campaign Twitter,Personal Twitter,Official Twitter,_merge
Pennsylvania,District 9,2018.0,Dan Meuser,60,U.S. House,Republican,https://www.twitter.com/Meuser4Congress,,https://www.twitter.com/RepMeuser,both
Pennsylvania,District 9,2018.0,Denny Wolff,40,U.S. House,Democratic,,https://www.twitter.com/DennyforPA,,both
Pennsylvania,District 10,2018.0,George Scott,49,U.S. House,Democratic,https://www.twitter.com/GScott4PA,,,both
Pennsylvania,District 6,2018.0,Greg McCauley,41,U.S. House,Republican,,https://www.twitter.com/McCauley4PA,,both
Pennsylvania,District 14,2018.0,Guy Reschenthaler,58,U.S. House,Republican,https://www.twitter.com/reschenthaler,,https://www.twitter.com/GReschenthaler,both
Pennsylvania,District 11,2018.0,Jessica King,41,U.S. House,Democratic,https://www.twitter.com/jessforcongress,,,both
Pennsylvania,District 8,2018.0,John Chrin,45,U.S. House,Republican,,https://www.twitter.com/johnchrin,,both
Pennsylvania,District 13,2018.0,John Joyce,70,U.S. House,Republican,https://www.twitter.com/JohnJoyceForPA,,https://www.twitter.com/RepJohnJoyce,both
Pennsylvania,District 4,2018.0,Madeleine Dean,64,U.S. House,Democratic,,,https://www.twitter.com/RepDean,both
Pennsylvania,District 12,2018.0,Marc Friedenberg,34,U.S. House,Democratic,https://www.twitter.com/MarcForPA,https://www.twitter.com/MarcForPA,,both
Pennsylvania,District 7,2018.0,Marty Nothstein,45,U.S. House,Republican,https://www.twitter.com/Marty_Nothstein,,,both
Pennsylvania,District 5,2018.0,Mary Gay Scanlon,65,U.S. House,Democratic,https://www.twitter.com/marygayscanlon,,https://www.twitter.com/repmgs,both
Pennsylvania,District 5,2018.0,Pearl Kim,35,U.S. House,Republican,,https://www.twitter.com/pearlkimpa,,both
Pennsylvania,District 16,2018.0,Ronald DiNicola,48,U.S. House,Democratic,,https://www.twitter.com/ron_dinicola,,both
Pennsylvania,District 1,2018.0,Scott Wallace,49,U.S. House,Democratic,,https://www.twitter.com/scottwallacepa,,both
Pennsylvania,District 15,2018.0,Susan Boser,32,U.S. House,Democratic,https://www.twitter.com/BoserforPA,,,both
Pennsylvania,District 7,2018.0,Susan Wild,55,U.S. House,Democratic,https://www.twitter.com/wildforcongress,,https://www.twitter.com/RepSusanWild,both
Rhode Island,Senate,2018.0,Robert Flanders Jr.,38,U.S. Senate,Republican,,https://www.twitter.com/flanders4senate,,both
South Carolina,District 5,2018.0,Archie Parnell,42,U.S. House,Democratic,https://www.twitter.com/Archie4Congress,https://www.twitter.com/Archie4Congress,,both
South Carolina,District 4,2018.0,Brandon Brown,38,U.S. House,Democratic,https://www.twitter.com/brown_congress,,,both
South Carolina,District 6,2018.0,Gerhard Gressmann,29,U.S. House,Republican,https://www.twitter.com/gressmannforSC6,https://www.twitter.com/gressmannforSC6,,both
South Carolina,District 1,2018.0,Joe Cunningham,51,U.S. House,Democratic,https://www.twitter.com/JoeCunninghamSC,,https://www.twitter.com/RepCunningham,both
South Carolina,District 1,2018.0,Katie Arrington,49,U.S. House,Republican,,https://www.twitter.com/karringtonsc,,both
South Carolina,District 3,2018.0,Mary Geren,32,U.S. House,Democratic,,https://www.twitter.com/marygeren,,both
South Carolina,District 5,2018.0,Ralph Norman,58,U.S. House,Republican,https://www.twitter.com/RalphNorman,,https://www.twitter.com/RepRalphNorman,both
South Carolina,District 7,2018.0,Robert Williams,40,U.S. House,Democratic,https://www.twitter.com/RobertQWilliam1,,,both
South Carolina,District 2,2018.0,Sean Carrigan,43,U.S. House,Democratic,,https://www.twitter.com/votecarrigan,,both
South Carolina,District 4,2018.0,William Timmons,62,U.S. House,Republican,https://www.twitter.com/votetimmons,,https://www.twitter.com/reptimmons,both
South Dakota,At-Large District,2018.0,Dusty Johnson,62,U.S. House,Republican,https://www.twitter.com/DustyJohnson,,https://www.twitter.com/RepDustyJohnson,both
South Dakota,At-Large District,2018.0,Timothy Bjorkman,38,U.S. House,Democratic,,https://www.twitter.com/TimBjorkmanSD,,both
Tennessee,District 9,2018.0,Charlotte Bergmann,20,U.S. House,Republican,https://www.twitter.com/electbergmann,,,both
Tennessee,District 3,2018.0,Danielle Mitchell,35,U.S. House,Democratic,https://www.twitter.com/dmmd4tncongress,https://www.twitter.com/DMMD4TNCongress,,both
Tennessee,District 6,2018.0,Dawn Barlow,29,U.S. House,Democratic,https://www.twitter.com/Barlow4Congress,https://www.twitter.com/Barlow4Congress,,both
Tennessee,District 6,2018.0,John Rose,71,U.S. House,Republican,https://www.twitter.com/JohnRoseforTN,,https://www.twitter.com/repjohnrose,both
Tennessee,District 7,2018.0,Justin Kanew,33,U.S. House,Democratic,https://www.twitter.com/Kanew,https://www.twitter.com/Kanew,,both
Tennessee,District 4,2018.0,Mariah Phillips,35,U.S. House,Democratic,,https://www.twitter.com/MariahNPhillips,,both
Tennessee,District 7,2018.0,Mark Green,67,U.S. House,Republican,,,https://www.twitter.com/repmarkgreen,both
Tennessee,District 1,2018.0,Marty Olsen,22,U.S. House,Democratic,https://www.twitter.com/martyo4congress,,,both
Tennessee,Senate,2018.0,Phil Bredesen,45,U.S. Senate,Democratic,https://www.twitter.com/PhilBredesen,https://www.twitter.com/PhilBredesen,,both
Tennessee,District 2,2018.0,Renee Hoyos,34,U.S. House,Democratic,https://www.twitter.com/RVHoyos,,,both
Tennessee,District 2,2018.0,Tim Burchett,66,U.S. House,Republican,,https://www.twitter.com/timburchett,https://www.twitter.com/reptimburchett,both
Texas,District 14,2018.0,Adrienne Bell,40,U.S. House,Democratic,https://www.twitter.com/AdrBell,,,both
Texas,District 28,2018.0,Arthur Thomas IV,16,U.S. House,Other parties,,https://www.twitter.com/amthomasiv,,both
Texas,District 4,2018.0,Catherine Krantz,24,U.S. House,Democratic,,https://www.twitter.com/Krantz4Congress,,both
Texas,District 21,2018.0,Chip Roy,51,U.S. House,Republican,https://www.twitter.com/chiproytx,,https://www.twitter.com/RepChipRoy,both
Texas,District 32,2018.0,Colin Allred,53,U.S. House,Democratic,https://www.twitter.com/ColinAllredTX,,https://www.twitter.com/RepColinAllred,both
Texas,District 5,2018.0,Dan Wood,38,U.S. House,Democratic,https://www.twitter.com/DanWood2020,,,both
Texas,District 2,2018.0,Daniel Crenshaw,54,U.S. House,Republican,https://www.twitter.com/DanCrenshawTX,,https://www.twitter.com/RepDanCrenshaw,both
Texas,District 35,2018.0,David Smalling,27,U.S. House,Republican,,https://www.twitter.com/SmallingforCD35,,both
Texas,District 36,2018.0,Dayna Steele,27,U.S. House,Democratic,,https://www.twitter.com/daynasteele,,both
Texas,District 27,2018.0,Eric Holguin,38,U.S. House,Democratic,https://www.twitter.com/EricHolguinTX,,,both
Texas,District 23,2018.0,Gina Ortiz Jones,50,U.S. House,Democratic,https://www.twitter.com/GinaOrtizJones,,,both
Texas,District 13,2018.0,Greg Sagan,18,U.S. House,Democratic,https://www.twitter.com/gtsagan,,,both
Texas,District 6,2018.0,Jana Lynne Sanchez,46,U.S. House,Democratic,,https://www.twitter.com/janasanchez,,both
Texas,District 11,2018.0,Jennie Lou Leeder,19,U.S. House,Democratic,https://www.twitter.com/JennieLouLeeder,,,both
Texas,District 21,2018.0,Joseph Kopser,49,U.S. House,Democratic,https://www.twitter.com/JosephKopser,https://www.twitter.com/JosephKopser,,both
Texas,District 25,2018.0,Julie Oliver,46,U.S. House,Democratic,https://www.twitter.com/julieolivertx,,,both
Texas,District 5,2018.0,Lance Gooden,62,U.S. House,Republican,https://www.twitter.com/Lancegooden,,,both
Texas,District 26,2018.0,Linsey Fagan,40,U.S. House,Democratic,,https://www.twitter.com/linseyfagantx,,both
Texas,District 7,2018.0,Lizzie Pannill Fletcher,53,U.S. House,Democratic,https://www.twitter.com/Lizzie4Congress,,https://www.twitter.com/RepFletcher,both
Texas,District 3,2018.0,Lorie Burch,45,U.S. House,Democratic,https://www.twitter.com/LorieB4Congress,,,both
Texas,District 31,2018.0,M.J. Hegar,49,U.S. House,Democratic,https://www.twitter.com/mjhegar,,,both
Texas,District 27,2018.0,Michael Cloud,62,U.S. House,Republican,https://www.twitter.com/MichaelJCloud,,https://www.twitter.com/RepCloudTX,both
Texas,District 19,2018.0,Miguel Levario,25,U.S. House,Democratic,,https://www.twitter.com/miguellevario19,,both
Texas,District 10,2018.0,Mike Siegel,48,U.S. House,Democratic,https://www.twitter.com/SiegelForTexas,,,both
Texas,District 9,2018.0,Phil Kurtz,7,U.S. House,Other parties,,https://www.twitter.com/PhilKurtz3,,both
Texas,District 29,2018.0,Phillip Aronoff,24,U.S. House,Republican,https://www.twitter.com/Aronoff4USRep,https://www.twitter.com/Aronoff4USRep,,both
Texas,District 17,2018.0,Rick Kennedy,42,U.S. House,Democratic,https://www.twitter.com/RickKennedyTX17,,,both
Texas,District 16,2018.0,Rick Seeberger,29,U.S. House,Republican,,https://www.twitter.com/rickseeberger,,both
Texas,District 6,2018.0,Ronald Wright,54,U.S. House,Republican,https://www.twitter.com/ron4congress,,https://www.twitter.com/RepRonWright,both
Texas,District 22,2018.0,Sri Preston Kulkarni,48,U.S. House,Democratic,https://www.twitter.com/SriPKulkarni,,,both
Texas,District 8,2018.0,Steven David,26,U.S. House,Democratic,,https://www.twitter.com/stevedavid,,both
Texas,District 29,2018.0,Sylvia Garcia,76,U.S. House,Democratic,https://www.twitter.com/LaCongresista,,https://www.twitter.com/RepSylviaGarcia,both
Texas,District 2,2018.0,Todd Litton,46,U.S. House,Democratic,,https://www.twitter.com/toddlitton,,both
Texas,District 3,2018.0,Van Taylor,55,U.S. House,Republican,https://www.twitter.com/VanTaylorTX,,https://www.twitter.com/RepVanTaylor,both
Texas,District 12,2018.0,Vanessa Adia,35,U.S. House,Democratic,,https://www.twitter.com/VanessaAdiaTX12,,both
Texas,District 16,2018.0,Veronica Escobar,71,U.S. House,Democratic,https://www.twitter.com/vgescobar,,https://www.twitter.com/RepEscobar,both
Texas,District 33,2018.0,Willie Billups,23,U.S. House,Republican,,https://www.twitter.com/Billups4ushd33,,both
Utah,District 4,2018.0,Ben McAdams,50,U.S. House,Democratic,https://www.twitter.com/BenMcAdams,,https://www.twitter.com/RepBenMcAdams,both
Utah,District 3,2018.0,James Singer,30,U.S. Senate,Democratic,,https://www.twitter.com/urbannavajo,,both
Utah,Senate,2018.0,Jenny Wilson,34,U.S. Senate,Democratic,,https://www.twitter.com/JennyWilsonUT,,both
Utah,District 3,2018.0,John Curtis,70,U.S. House,Republican,https://www.twitter.com/CurtisUT,,https://www.twitter.com/RepJohnCurtis,both
Utah,District 1,2018.0,Lee Castillo,32,U.S. House,Democratic,,https://www.twitter.com/lee4uscongress,,both
Utah,District 2,2018.0,Shireen Ghorbani,41,U.S. House,Democratic,,https://www.twitter.com/shireenghorbani,,both
Vermont,At-Large District,2018.0,Anya Tynio,28,U.S. House,Republican,,https://www.twitter.com/AnyaTynio,,both
Vermont,Senate,2018.0,Bernie Sanders,70,U.S. Senate,Other parties,https://www.twitter.com/berniesanders,,https://www.twitter.com/SenSanders,both
Virginia,District 7,2018.0,Abigail Spanberger,51,U.S. House,Democratic,https://www.twitter.com/SpanbergerVA07,,https://www.twitter.com/RepSpanberger,both
Virginia,District 9,2018.0,Anthony Flaccavento,35,U.S. House,Democratic,,https://www.twitter.com/flacc4congress,,both
Virginia,District 6,2018.0,Ben Cline,60,U.S. House,Republican,,,https://www.twitter.com/RepBenCline,both
Virginia,Senate,2018.0,Corey Stewart,42,U.S. Senate,Republican,,https://www.twitter.com/CoreyStewartVA,,both
Virginia,District 5,2018.0,Denver Riggleman,53,U.S. House,Republican,https://www.twitter.com/Denver4VA,,https://www.twitter.com/RepRiggleman,both
Virginia,District 2,2018.0,Elaine Luria,51,U.S. House,Democratic,https://www.twitter.com/ElaineLuriaVA,,https://www.twitter.com/RepElaineLuria,both
Virginia,District 6,2018.0,Jennifer Lewis,40,U.S. House,Democratic,,https://www.twitter.com/JenniferForVA,,both
Virginia,District 10,2018.0,Jennifer Wexton,56,U.S. House,Democratic,https://www.twitter.com/JenniferWexton,,https://www.twitter.com/RepWexton,both
Virginia,District 5,2018.0,Leslie Cockburn,47,U.S. House,Democratic,https://www.twitter.com/TeamCockburn,,,both
Virginia,District 4,2018.0,Ryan McAdams,37,U.S. House,Republican,https://www.twitter.com/RyanMcAdams4VA,https://www.twitter.com/RyanMcAdams4VA,,both
Virginia,District 8,2018.0,Thomas Oh,24,U.S. House,Republican,,https://www.twitter.com/OhForCongress,,both
Virginia,District 1,2018.0,Vangie Williams,45,U.S. House,Democratic,https://www.twitter.com/Vangie4Congress,https://www.twitter.com/VangieWilliams,,both
Washington,District 3,2018.0,Carolyn Long,47,U.S. House,Democratic,https://www.twitter.com/ElectLong,,,both
Washington,District 4,2018.0,Christine Brown,37,U.S. House,Democratic,,https://www.twitter.com/ChristineForWA,,both
Washington,District 8,2018.0,Dino Rossi,48,U.S. House,Republican,,https://www.twitter.com/DinoRossiWA,,both
Washington,District 1,2018.0,Jeffrey Beeler,41,U.S. House,Republican,https://www.twitter.com/Beeler4Congress,,,both
Washington,District 10,2018.0,Joseph Brumbles,38,U.S. House,Republican,https://www.twitter.com/josephbrumbles,,,both
Washington,District 8,2018.0,Kim Schrier,52,U.S. House,Democratic,,,https://www.twitter.com/repkimschrier,both
Washington,District 5,2018.0,Lisa Brown,45,U.S. House,Democratic,,https://www.twitter.com/lisa4congress,,both
Washington,District 9,2018.0,Sarah Smith,32,U.S. House,Democratic,,https://www.twitter.com/sarahsmith2018,,both
West Virginia,District 3,2018.0,Carol Miller,56,U.S. House,Republican,https://www.twitter.com/CarolMillerWV,,https://www.twitter.com/RepCarolMiller,both
West Virginia,District 1,2018.0,Kendra Fershee,35,U.S. House,Democratic,,https://www.twitter.com/teamkendrawv,,both
West Virginia,Senate,2018.0,Patrick Morrisey,48,U.S. Senate,Republican,https://www.twitter.com/MorriseyWV,,https://www.twitter.com/WestVirginiaAG,both
West Virginia,District 3,2018.0,Richard Ojeda,44,U.S. House,Democratic,https://www.twitter.com/VoteOjeda2020,,,both
West Virginia,District 2,2018.0,Talley Sergent,45,U.S. House,Democratic,,https://www.twitter.com/TalleySergent,,both
Wisconsin,District 8,2018.0,Beau Liegeois,36,U.S. House,Democratic,,https://www.twitter.com/beauforcongress,,both
Wisconsin,District 1,2018.0,Bryan Steil,56,U.S. House,Republican,https://www.twitter.com/BryanSteilforWI,,https://www.twitter.com/repbryansteil,both
Wisconsin,District 6,2018.0,Dan Kohl,44,U.S. House,Democratic,,https://www.twitter.com/DanKohlWI,,both
Wisconsin,Senate,2018.0,Leah Vukmir,45,U.S. Senate,Republican,,https://www.twitter.com/LeahVukmir,,both
Wisconsin,District 7,2018.0,Margaret Engebretson,39,U.S. House,Democratic,,https://www.twitter.com/vetfordemocracy,,both
Wisconsin,District 1,2018.0,Randy Bryce,44,U.S. House,Democratic,,https://www.twitter.com/IronStache,,both
Wisconsin,District 3,2018.0,Steve Toft,40,U.S. House,Republican,,https://www.twitter.com/toftforcongress,,both
Wisconsin,District 5,2018.0,Tom Palzewicz,38,U.S. House,Democratic,https://www.twitter.com/tomforwi,,,both
Wyoming,Senate,2018.0,Gary Trauner,32,U.S. Senate,Democratic,,https://www.twitter.com/TraunerforWY,,both
